Date,Open,High,Low,Close,Adj Close,Volume
2019-03-21,4.353123,4.593212,4.348158,4.566894,4.566894,824312000
2019-03-22,4.539584,4.588247,4.393098,4.407001,4.407001,747644000
2019-03-25,4.366282,4.430587,4.248348,4.31464,4.31464,525212000
2019-03-26,4.456409,4.512521,4.334999,4.391359,4.391359,703508000
2019-03-27,4.416931,4.46336,4.312653,4.382172,4.382172,474372000
2019-03-28,4.408241,4.466588,4.347661,4.400793,4.400793,480264000
2019-03-29,4.467582,4.482479,4.417181,4.458147,4.458147,456896000
2019-04-01,4.550012,4.55597,4.478258,4.52568,4.52568,483824000
2019-04-02,4.549763,4.587998,4.50681,4.543555,4.543555,440920000
2019-04-03,4.593212,4.742181,4.588246,4.68309,4.68309,783504000
2019-04-04,4.667695,4.716607,4.611336,4.674151,4.674151,457376000
2019-04-05,4.717352,4.758319,4.680855,4.740939,4.740939,481744000
2019-04-08,4.710401,4.786871,4.686317,4.761795,4.761795,424192000
2019-04-09,4.728277,4.739449,4.656771,4.698979,4.698979,439972000
2019-04-10,4.698235,4.795313,4.693766,4.769491,4.769491,444772000
2019-04-11,4.771974,4.803506,4.70618,4.755588,4.755588,374600000
2019-04-12,4.794321,4.798294,4.708912,4.717602,4.717602,471708000
2019-04-15,4.709905,4.714871,4.546039,4.585764,4.585764,440092000
2019-04-16,4.624992,4.691779,4.592218,4.67291,4.67291,394964000
2019-04-17,4.707918,4.728774,4.627723,4.650069,4.650069,351004000
2019-04-18,4.656773,4.690787,4.597682,4.625489,4.625489,380988000
2019-04-22,4.601903,4.695008,4.570371,4.679367,4.679367,279936000
2019-04-23,4.692524,4.765271,4.682841,4.733987,4.733987,346856000
2019-04-24,4.744415,4.78712,4.683586,4.746402,4.746402,318204000
2019-04-25,4.706181,4.728526,4.560936,4.640635,4.640635,499296000
2019-04-26,4.486698,4.491168,4.302722,4.421649,4.421649,868988000
2019-04-29,4.429593,4.480243,4.357343,4.452435,4.452435,391920000
2019-04-30,4.420159,4.519472,4.401042,4.493899,4.493899,362920000
2019-05-01,4.546286,4.588494,4.480491,4.48074,4.48074,354280000
2019-05-02,4.490424,4.589985,4.447223,4.548274,4.548274,394684000
2019-05-03,4.556715,4.566646,4.48223,4.543805,4.543805,336824000
2019-05-06,4.357345,4.477514,4.320103,4.465348,4.465348,422176000
2019-05-07,4.416932,4.416932,4.249838,4.298005,4.298005,555220000
2019-05-08,4.270445,4.39831,4.258528,4.318115,4.318115,419168000
2019-05-09,4.249092,4.258775,4.106578,4.225505,4.225505,660248000
2019-05-10,4.19472,4.260266,4.07182,4.191492,4.191492,569500000
2019-05-13,4.059406,4.082497,3.918134,3.934024,3.934024,656912000
2019-05-14,3.973749,4.058413,3.935017,4.023157,4.023157,524880000
2019-05-15,3.967542,3.998577,3.908202,3.96208,3.96208,502320000
2019-05-16,3.956617,4.019929,3.914161,3.977225,3.977225,781088000
2019-05-17,3.935265,4.06462,3.846877,3.886353,3.886353,1022068000
2019-05-20,3.787538,3.842656,3.742847,3.767675,3.767675,572064000
2019-05-21,3.828504,3.865746,3.789772,3.849856,3.849856,361848000
2019-05-22,3.811125,3.837195,3.767924,3.778849,3.778849,325868000
2019-05-23,3.71653,3.71653,3.597851,3.657687,3.657687,591844000
2019-05-24,3.676556,3.711812,3.597106,3.60381,3.60381,357584000
2019-05-28,3.621437,3.65421,3.556635,3.558621,3.558621,428356000
2019-05-29,3.510952,3.54596,3.449626,3.484386,3.484386,559800000
2019-05-30,3.487617,3.523411,3.41951,3.457789,3.457789,394300000
2019-05-31,3.408822,3.476183,3.365323,3.367063,3.367063,389720000
2019-06-03,3.378248,3.417025,3.295974,3.325304,3.325304,478644000
2019-06-04,3.389434,3.559701,3.367312,3.554481,3.554481,641836000
2019-06-05,3.628305,3.633774,3.475438,3.511728,3.511728,511616000
2019-06-06,3.515954,3.598477,3.513468,3.573869,3.573869,408140000
2019-06-07,3.579835,3.650925,3.560695,3.616623,3.616623,348856000
2019-06-10,3.672798,3.758056,3.672798,3.689452,3.689452,402780000
2019-06-11,3.749356,3.787138,3.707597,3.747119,3.747119,383872000
2019-06-12,3.70362,3.709834,3.618859,3.634022,3.634022,358892000
2019-06-13,3.656144,3.70362,3.638496,3.685226,3.685226,308080000
2019-06-14,3.592015,3.616374,3.550505,3.595246,3.595246,394428000
2019-06-17,3.593506,3.641977,3.570638,3.60494,3.60494,276040000
2019-06-18,3.666335,3.855493,3.655399,3.800063,3.800063,581920000
2019-06-19,3.83536,3.846794,3.77993,3.80603,3.80603,331644000
2019-06-20,3.896755,3.910675,3.815972,3.830389,3.830389,350168000
2019-06-21,3.815475,3.864691,3.765762,3.772225,3.772225,434428000
2019-06-24,3.793601,3.824175,3.746374,3.794595,3.794595,282948000
2019-06-25,3.799567,3.874633,3.76253,3.765265,3.765265,311868000
2019-06-26,3.892778,4.019795,3.879853,3.958648,3.958648,584072000
2019-06-27,4.044403,4.076468,4.008361,4.057328,4.057328,445440000
2019-06-28,4.101324,4.110521,4.035455,4.082185,4.082185,397668000
2019-07-01,4.289488,4.32379,4.092873,4.130407,4.130407,709756000
2019-07-02,4.113753,4.134882,4.019299,4.032473,4.032473,400228000
2019-07-03,4.055837,4.061555,3.985494,4.045398,4.045398,246636000
2019-07-05,3.986985,3.991459,3.919375,3.982759,3.982759,396552000
2019-07-08,3.923104,3.941995,3.877616,3.907693,3.907693,329788000
2019-07-09,3.865436,3.938266,3.85276,3.910178,3.910178,342860000
2019-07-10,3.953677,4.035952,3.939758,3.978534,3.978534,452076000
2019-07-11,4.05161,4.173904,4.014325,4.13314,4.13314,682560000
2019-07-12,4.16098,4.23729,4.16098,4.1662,4.1662,506392000
2019-07-15,4.187329,4.203485,4.129413,4.157749,4.157749,289840000
2019-07-16,4.142835,4.18012,4.097347,4.153026,4.153026,341444000
2019-07-17,4.154767,4.22536,4.125436,4.2184,4.2184,348204000
2019-07-18,4.228839,4.292969,4.172166,4.230082,4.230082,442192000
2019-07-19,4.26836,4.274822,4.180864,4.18683,4.18683,344896000
2019-07-22,4.208208,4.271343,4.200751,4.258418,4.258418,315940000
2019-07-23,4.297691,4.368283,4.282031,4.366295,4.366295,428176000
2019-07-24,4.409545,4.446581,4.333484,4.440864,4.440864,366236000
2019-07-25,4.399354,4.412031,4.286257,4.309622,4.309622,392700000
2019-07-26,4.336716,4.39836,4.336716,4.35163,4.35163,274160000
2019-07-29,4.344421,4.361572,4.257175,4.345416,4.345416,248160000
2019-07-30,4.298934,4.373255,4.284517,4.361075,4.361075,197772000
2019-07-31,4.329507,4.330502,4.151534,4.19379,4.19379,359416000
2019-08-01,4.204232,4.29471,4.047139,4.099338,4.099338,421212000
2019-08-02,4.006621,4.075971,3.959146,4.006621,4.006621,428348000
2019-08-05,3.822932,3.824175,3.701135,3.748114,3.748114,589156000
2019-08-06,3.822932,3.868419,3.739166,3.78689,3.78689,361272000
2019-08-07,3.725991,3.8371,3.708592,3.825169,3.825169,372560000
2019-08-08,3.882836,3.935035,3.825418,3.933792,3.933792,309300000
2019-08-09,3.892779,3.896259,3.781919,3.832377,3.832377,341816000
2019-08-12,3.780179,3.832377,3.742645,3.764519,3.764519,279200000
2019-08-13,3.763028,3.924844,3.724003,3.878859,3.878859,351956000
2019-08-14,3.790618,3.801803,3.686469,3.730217,3.730217,419880000
2019-08-15,3.749107,3.768993,3.663601,3.697903,3.697903,477200000
2019-08-16,3.960885,4.015321,3.899489,3.966105,3.966105,1007960000
2019-08-19,4.079451,4.260904,4.063294,4.244995,4.244995,815112000
2019-08-20,4.239527,4.240024,4.151534,4.172663,4.172663,463188000
2019-08-21,4.238781,4.311362,4.217156,4.25618,4.25618,427244000
2019-08-22,4.265875,4.30838,4.223122,4.262395,4.262395,303488000
2019-08-23,4.185839,4.240274,4.017808,4.037694,4.037694,568056000
2019-08-26,4.116486,4.140597,4.07423,4.112509,4.112509,318208000
2019-08-27,4.150789,4.153524,3.992454,4.021784,4.021784,290968000
2019-08-28,3.99541,4.064081,3.956097,4.011333,4.011333,255612000
2019-08-29,4.102895,4.187491,4.099412,4.155146,4.155146,357976000
2019-08-30,4.201426,4.251188,4.149673,4.167836,4.167836,290616000
2019-09-03,4.094934,4.128026,4.061842,4.084733,4.084733,296140000
2019-09-04,4.145443,4.206401,4.145443,4.198937,4.198937,227728000
2019-09-05,4.301199,4.478353,4.299458,4.472133,4.472133,695676000
2019-09-06,4.448744,4.505721,4.406944,4.445012,4.445012,376976000
2019-09-09,4.476113,4.577628,4.47462,4.491041,4.491041,417524000
2019-09-10,4.458199,4.584346,4.448496,4.557724,4.557724,352812000
2019-09-11,4.572403,4.634606,4.543292,4.586337,4.586337,361512000
2019-09-12,4.632864,4.687602,4.576881,4.584843,4.584843,327840000
2019-09-13,4.518162,4.555235,4.48308,4.526871,4.526871,324592000
2019-09-16,4.451729,4.51841,4.441279,4.483825,4.483825,231832000
2019-09-17,4.490545,4.509455,4.444017,4.505225,4.505225,223048000
2019-09-18,4.498258,4.513933,4.391517,4.478104,4.478104,258152000
2019-09-19,4.484074,4.502487,4.391765,4.402464,4.402464,245476000
2019-09-20,4.401469,4.425106,4.286519,4.29672,4.29672,350244000
2019-09-23,4.296969,4.395747,4.293237,4.350214,4.350214,249712000
2019-09-24,4.381565,4.411173,4.257159,4.292739,4.292739,317268000
2019-09-25,4.292242,4.454218,4.247456,4.434562,4.434562,308432000
2019-09-26,4.424858,4.433566,4.361411,4.412417,4.412417,234564000
2019-09-27,4.370618,4.421375,4.212871,4.273582,4.273582,362056000
2019-09-30,4.299458,4.341258,4.268107,4.331057,4.331057,186184000
2019-10-01,4.354195,4.503482,4.324587,4.329314,4.329314,366008000
2019-10-02,4.307421,4.319364,4.233026,4.30543,4.30543,293372000
2019-10-03,4.309906,4.517414,4.279551,4.511194,4.511194,450588000
2019-10-04,4.513434,4.556977,4.448246,4.527617,4.527617,265524000
2019-10-07,4.592557,4.68611,4.583848,4.586337,4.586337,480984000
2019-10-08,4.494524,4.494524,4.391517,4.40968,4.40968,444436000
2019-10-09,4.486563,4.545781,4.457701,4.496267,4.496267,292412000
2019-10-10,4.494028,4.604997,4.488803,4.553991,4.553991,309124000
2019-10-11,4.638089,4.710991,4.61918,4.627639,4.627639,446404000
2019-10-14,4.618931,4.661975,4.587829,4.641075,4.641075,200040000
2019-10-15,4.731393,4.958558,4.71746,4.885905,4.885905,664124000
2019-10-16,4.851819,4.956817,4.820717,4.832162,4.832162,428944000
2019-10-17,4.876699,4.921734,4.779663,4.834153,4.834153,263436000
2019-10-18,4.83465,4.867245,4.66521,4.739604,4.739604,307440000
2019-10-21,4.80106,4.890384,4.782151,4.876948,4.876948,261868000
2019-10-22,4.933925,5.039173,4.859282,4.866995,4.866995,328720000
2019-10-23,4.784887,4.868239,4.753039,4.854057,4.854057,279916000
2019-10-24,4.89536,4.931687,4.861273,4.898098,4.898098,232020000
2019-10-25,4.978712,5.110084,4.970998,5.089184,5.089184,423092000
2019-10-28,5.132974,5.197665,5.103615,5.145166,5.145166,330792000
2019-10-29,5.131232,5.137701,5.029468,5.048875,5.048875,211236000
2019-10-30,5.075748,5.081471,4.982692,5.050867,5.050867,205960000
2019-10-31,5.029967,5.050867,4.921734,5.001602,5.001602,209732000
2019-11-01,4.966271,5.073011,4.941141,5.040666,5.040666,283640000
2019-11-04,5.121778,5.249916,5.098639,5.237475,5.237475,376716000
2019-11-05,5.237226,5.263351,5.16731,5.215331,5.215331,300868000
2019-11-06,5.191197,5.216824,5.078485,5.166067,5.166067,269012000
2019-11-07,5.252652,5.267332,5.138945,5.183732,5.183732,280340000
2019-11-08,5.166813,5.201398,5.129242,5.169798,5.169798,189100000
2019-11-11,5.169052,5.20289,5.082714,5.179751,5.179751,243436000
2019-11-12,5.218068,5.271314,5.182985,5.215331,5.215331,283504000
2019-11-13,5.183979,5.211597,5.123021,5.189454,5.189454,300188000
2019-11-14,5.198411,5.222049,5.138448,5.219809,5.219809,518080000
2019-11-15,5.21757,5.269323,4.992147,5.080475,5.080475,1053628000
2019-11-18,5.07301,5.308385,5.070024,5.281763,5.281763,574588000
2019-11-19,5.250662,5.274299,5.116802,5.175024,5.175024,414564000
2019-11-20,5.152134,5.338244,5.139444,5.254395,5.254395,472588000
2019-11-21,5.249916,5.305649,5.207867,5.229513,5.229513,288388000
2019-11-22,5.252155,5.298683,5.223542,5.247179,5.247179,224100000
2019-11-25,5.375316,5.508928,5.362378,5.503952,5.503952,506476000
2019-11-26,5.486286,5.491014,5.392733,5.399203,5.399203,385244000
2019-11-27,5.444768,5.479129,5.407668,5.434061,5.434061,215784000
2019-11-29,5.403186,5.431571,5.372809,5.396712,5.396712,141556000
2019-12-02,5.389741,5.403187,5.195027,5.210216,5.210216,372036000
2019-12-03,5.026458,5.174609,4.989108,5.170626,5.170626,465232000
2019-12-04,5.254288,5.276697,5.185814,5.214448,5.214448,273424000
2019-12-05,5.23636,5.252047,5.16689,5.197517,5.197517,184884000
2019-12-06,5.266737,5.315789,5.256777,5.282921,5.282921,232236000
2019-12-09,5.260014,5.3377,5.251299,5.282921,5.282921,211880000
2019-12-10,5.313051,5.379782,5.260264,5.327991,5.327991,256388000
2019-12-11,5.338447,5.417129,5.335957,5.411651,5.411651,233796000
2019-12-12,5.38277,5.597403,5.373806,5.579226,5.579226,404348000
2019-12-13,5.582214,5.701482,5.523202,5.577234,5.577234,454704000
2019-12-16,5.624792,5.678575,5.596655,5.606117,5.606117,320976000
2019-12-17,5.624792,5.70696,5.61533,5.684302,5.684302,321196000
2019-12-18,5.719162,5.775185,5.710696,5.71468,5.71468,343548000
2019-12-19,5.74929,5.876278,5.74431,5.862832,5.862832,445360000
2019-12-20,5.929311,5.985584,5.910139,5.960187,5.960187,603044000
2019-12-23,5.988822,6.020943,5.935787,5.946493,5.946493,355060000
2019-12-24,5.931055,5.958693,5.896693,5.941513,5.941513,138864000
2019-12-26,5.944999,5.983842,5.926075,5.955706,5.955706,182852000
2019-12-27,5.970895,5.984341,5.871546,5.89794,5.89794,254644000
2019-12-30,5.876028,5.881257,5.753274,5.784647,5.784647,258056000
2019-12-31,5.749289,5.868308,5.730116,5.858847,5.858847,231004000
2020-01-02,5.94475,5.973633,5.894204,5.973633,5.973633,237536000
2020-01-03,5.853867,5.921843,5.828967,5.878019,5.878019,205384000
2020-01-06,5.784646,5.907898,5.758502,5.902669,5.902669,262636000
2020-01-07,5.931056,6.019947,5.885988,5.974132,5.974132,314856000
2020-01-08,5.969898,6.026669,5.92981,5.985336,5.985336,277108000
2020-01-09,6.071737,6.123528,5.997287,6.05107,6.05107,255112000
2020-01-10,6.158387,6.188764,6.069247,6.083439,6.083439,316296000
2020-01-13,6.166603,6.299317,6.143945,6.274169,6.274169,319840000
2020-01-14,6.231343,6.25674,6.143946,6.157143,6.157143,359088000
2020-01-15,6.16984,6.19225,6.088668,6.114563,6.114563,263104000
2020-01-16,6.168098,6.204202,6.144693,6.198226,6.198226,284192000
2020-01-17,6.217398,6.224868,6.159383,6.206941,6.206941,253792000
2020-01-21,6.170338,6.207189,6.139462,6.173575,6.173575,217916000
2020-01-22,6.218893,6.314258,6.19997,6.227608,6.227608,239240000
2020-01-23,6.267696,6.304547,6.178804,6.296081,6.296081,244516000
2020-01-24,6.411615,6.461415,6.18254,6.236821,6.236821,373512000
2020-01-27,5.932051,6.031898,5.782405,5.980854,5.980854,470536000
2020-01-28,6.046838,6.206693,5.993553,6.174324,6.174324,310976000
2020-01-29,6.159881,6.195985,6.073978,6.113817,6.113817,258848000
2020-01-30,6.015962,6.133986,5.960935,6.12054,6.12054,290504000
2020-01-31,6.074727,6.086679,5.845154,5.886985,5.886985,370420000
2020-02-03,5.868806,6.003512,5.862581,5.984091,5.984091,255564000
2020-02-04,6.126018,6.17258,6.07597,6.153407,6.153407,271544000
2020-02-05,6.274418,6.284627,6.160379,6.243792,6.243792,208220000
2020-02-06,6.278154,6.330692,6.196982,6.330692,6.330692,218284000
2020-02-07,6.290603,6.312764,6.239061,6.264459,6.264459,189752000
2020-02-10,6.287117,6.548561,6.282137,6.547815,6.547815,529608000
2020-02-11,6.656127,6.785106,6.594127,6.670319,6.670319,638556000
2020-02-12,6.723108,6.792578,6.684265,6.786104,6.786104,374644000
2020-02-13,6.728088,6.80951,6.700699,6.742281,6.742281,528016000
2020-02-14,7.152623,7.344598,7.12125,7.215619,7.215619,1041924000
2020-02-18,7.112287,7.402864,7.092865,7.384438,7.384438,620164000
2020-02-19,7.506943,7.853543,7.506943,7.835865,7.835865,694332000
2020-02-20,7.787809,7.876202,7.378959,7.686468,7.686468,810052000
2020-02-21,7.574172,7.59932,7.237282,7.322189,7.322189,768180000
2020-02-24,6.727589,7.018415,6.673059,6.804528,6.804528,856916000
2020-02-25,6.879725,6.941725,6.423069,6.524908,6.524908,1055496000
2020-02-26,6.525157,6.858561,6.523663,6.664345,6.664345,747732000
2020-02-27,6.350673,6.652137,6.200937,6.29337,6.29337,906416000
2020-02-28,6.040737,6.788168,6.024045,6.728623,6.728623,1133252000
2020-03-02,6.898789,6.91598,6.502651,6.887079,6.887079,890744000
2020-03-03,6.942887,7.002681,6.539025,6.624481,6.624481,652792000
2020-03-04,6.731862,7.097854,6.657119,7.088387,7.088387,597408000
2020-03-05,6.888824,7.05575,6.764252,6.808849,6.808849,540328000
2020-03-06,6.629215,6.686767,6.427906,6.628218,6.628218,515412000
2020-03-09,5.976957,6.462788,5.934105,6.114983,6.114983,614160000
2020-03-10,6.391532,6.504643,6.128686,6.504643,6.504643,580648000
2020-03-11,6.364624,6.393027,6.043478,6.140644,6.140644,499964000
2020-03-12,5.617193,5.88278,5.37652,5.389227,5.389227,816540000
2020-03-13,5.742762,6.004861,5.471444,6.000376,6.000376,634836000
2020-03-16,5.292061,5.633139,4.833388,4.893182,4.893182,726972000
2020-03-17,5.005546,5.502587,4.758644,5.413145,5.413145,833632000
2020-03-18,4.985365,5.230522,4.501528,5.053132,5.053132,874268000
2020-03-19,5.031706,5.399691,4.81819,5.306014,5.306014,765512000
2020-03-20,5.456247,5.738277,5.110685,5.126132,5.126132,804636000
2020-03-23,5.125135,5.393463,4.946,5.299037,5.299037,643876000
2020-03-24,5.705391,6.294865,5.681722,6.208163,6.208163,1101644000
2020-03-25,6.323267,6.52308,6.070635,6.119468,6.119468,793432000
2020-03-26,6.326754,6.533045,6.228592,6.408972,6.408972,696108000
2020-03-27,6.228592,6.555469,6.195705,6.296608,6.296608,638828000
2020-03-30,6.362133,6.626226,6.318035,6.617007,6.617007,602252000
2020-03-31,6.65712,6.861418,6.421679,6.567428,6.567428,949960000
2020-04-01,6.369358,6.515854,6.011338,6.055935,6.055935,656912000
2020-04-02,6.085085,6.378078,6.037001,6.364874,6.364874,675764000
2020-04-03,6.327252,6.368859,5.939336,6.076863,6.076863,663212000
2020-04-06,6.359143,6.72389,6.301591,6.687016,6.687016,727884000
2020-04-07,6.908754,6.932423,6.410467,6.453568,6.453568,784520000
2020-04-08,6.562694,6.675806,6.492685,6.650891,6.650891,542444000
2020-04-09,6.776708,6.799628,6.488199,6.551232,6.551232,525564000
2020-04-13,6.49144,6.731864,6.402994,6.723144,6.723144,398408000
2020-04-14,6.851451,7.108567,6.823796,7.074435,7.074435,530948000
2020-04-15,6.906263,7.079916,6.860919,6.996951,6.996951,366148000
2020-04-16,7.152417,7.449396,7.139212,7.342264,7.342264,745620000
2020-04-17,7.424482,7.445908,7.148929,7.282969,7.282969,539120000
2020-04-20,7.156403,7.312367,7.107322,7.15167,7.15167,449388000
2020-04-21,7.033575,7.094864,6.654876,6.714671,6.714671,735160000
2020-04-22,6.907011,7.1721,6.861418,7.129247,7.129247,483356000
2020-04-23,7.171352,7.303398,7.050766,7.07593,7.07593,424160000
2020-04-24,7.065716,7.216945,6.990972,7.214952,7.214952,352328000
2020-04-27,7.349488,7.56151,7.324823,7.401559,7.401559,479388000
2020-04-28,7.549054,7.578951,7.25357,7.259051,7.259051,442904000
2020-04-29,7.393837,7.488761,7.318596,7.435943,7.435943,379160000
2020-04-30,7.381877,7.435942,7.268019,7.281971,7.281971,375916000
2020-05-01,7.0844,7.197761,6.996951,7.045285,7.045285,342096000
2020-05-04,6.997948,7.27101,6.997948,7.257307,7.257307,317556000
2020-05-05,7.361449,7.481038,7.257307,7.318347,7.318347,368896000
2020-05-06,7.397823,7.524138,7.359953,7.419249,7.419249,323464000
2020-05-07,7.558521,7.658926,7.507198,7.595644,7.595644,373732000
2020-05-08,7.667397,7.791969,7.633514,7.785741,7.785741,339216000
2020-05-11,7.780757,8.084712,7.752105,8.037873,8.037873,469060000
2020-05-12,8.095675,8.144507,7.766058,7.775774,7.775774,493060000
2020-05-13,7.890381,8.05083,7.568737,7.753353,7.753353,625852000
2020-05-14,7.814891,8.008476,7.661169,8.002995,8.002995,602312000
2020-05-15,7.862726,8.471384,7.84703,8.461668,8.461668,987660000
2020-05-18,8.730493,8.885959,8.650767,8.720278,8.720278,774460000
2020-05-19,8.760139,9.056371,8.732733,8.775337,8.775337,717320000
2020-05-20,8.960204,9.012026,8.858304,8.939276,8.939276,587536000
2020-05-21,9.020497,9.021493,8.707573,8.745193,8.745193,761068000
2020-05-22,8.795019,9.061853,8.683403,8.995331,8.995331,1038764000
2020-05-26,9.125386,9.1503,8.642296,8.687889,8.687889,770780000
2020-05-27,8.595459,8.603182,7.96936,8.496051,8.496051,1175892000
2020-05-28,8.383439,8.730496,8.350552,8.457933,8.457933,734896000
2020-05-29,8.525199,8.845099,8.455937,8.845099,8.845099,745256000
2020-06-01,8.802994,8.810468,8.659736,8.776086,8.776086,389876000
2020-06-02,8.766122,8.806981,8.628345,8.795022,8.795022,391320000
2020-06-03,8.792032,8.835881,8.6702,8.739462,8.739462,365440000
2020-06-04,8.702074,8.916685,8.651724,8.74046,8.74046,424280000
2020-06-05,8.768378,8.970276,8.682135,8.893505,8.893505,481748000
2020-06-08,8.850881,8.863343,8.65995,8.778846,8.778846,387736000
2020-06-09,8.773859,9.082689,8.725254,9.019128,9.019128,468488000
2020-06-10,9.140519,9.471782,9.126311,9.338927,9.338927,632180000
2020-06-11,9.12282,9.23374,8.759902,8.770122,8.770122,583652000
2020-06-12,9.135283,9.159959,8.677397,8.905966,8.905966,570908000
2020-06-15,8.789064,9.154974,8.717776,9.146499,9.146499,400004000
2020-06-16,9.197597,9.239223,8.812494,9.041561,9.041561,535716000
2020-06-17,9.086678,9.271377,9.043307,9.208565,9.208565,408304000
2020-06-18,9.199591,9.254926,9.087425,9.190618,9.190618,254408000
2020-06-19,9.215046,9.416944,9.199841,9.23374,9.23374,524160000
2020-06-22,9.272375,9.502938,9.245704,9.498451,9.498451,398468000
2020-06-23,9.522631,9.61386,9.379558,9.421931,9.421931,375108000
2020-06-24,9.4481,9.528113,9.117336,9.208066,9.208066,449372000
2020-06-25,9.327958,9.476765,9.154974,9.461809,9.461809,376072000
2020-06-26,9.471781,9.471781,9.097895,9.127806,9.127806,592084000
2020-06-29,9.142513,9.17716,8.873564,9.172673,9.172673,342248000
2020-06-30,9.286332,9.497952,9.238974,9.469537,9.469537,367892000
2020-07-01,9.49247,9.547307,9.38504,9.501692,9.501692,326648000
2020-07-02,9.610367,9.708575,9.549798,9.583697,9.583697,364056000
2020-07-06,9.712814,9.879318,9.683651,9.810024,9.810024,315892000
2020-07-07,9.916706,10.040088,9.82149,9.842427,9.842427,357800000
2020-07-08,9.964064,10.194628,9.935898,10.185654,10.185654,365480000
2020-07-09,10.349415,10.538601,10.2031,10.477782,10.477782,494548000
2020-07-10,10.557298,10.6236,10.347921,10.448123,10.448123,497676000
2020-07-13,10.563529,10.760192,9.995221,10.02239,10.02239,457076000
2020-07-14,10.045074,10.371851,9.756434,10.346177,10.346177,542676000
2020-07-15,10.383316,10.402009,10.02588,10.196871,10.196871,403984000
